Symbol,Company,Industry
LEXEA,Liberty Expedia Holdings Inc,Internet & Direct Marketing Retail
LFAP,LifeApps Brands Inc,Media
LGF.A,Lions Gate Entertainment Corp. (USA),Media
LGIH,LGI Homes Inc,Household Durables
LILA,Liberty Latin America Ltd,Media
LINC,Lincoln Educational Services Corp,Diversified Consumer Services
LIND,Lindblad Expeditions Holdings Inc,"Hotels, Restaurants & Leisure"
LINU,LiNiu Technology Group,"Hotels, Restaurants & Leisure"
LITB,Lightinthebox Holding Co Ltd-ADR,Internet & Direct Marketing Retail
LIVE,Live Ventures Inc,Household Durables
LIVX,Livexlive Media Inc,Media
LKQ,LKQ Corporation,Distributors
LL,Lumber Liquidators Holdings Inc,Specialty Retail
LMDCF,Lingo Media Corporation USA,Media
LNGB,Longbau Group Inc,Diversified Consumer Services
LOCO,El Pollo LoCo Holdings Inc,"Hotels, Restaurants & Leisure"
LOPE,Grand Canyon Education Inc,Diversified Consumer Services
LORL,Loral Space & Communications Ltd.,Media
LOTE,Lot78 Inc,"Textiles, Apparel & Luxury Goods"
LOW,"Lowe's Companies, Inc.",Specialty Retail
LQ,La Quinta Holdings Inc,"Hotels, Restaurants & Leisure"
LRN,K12 Inc.,Diversified Consumer Services
LSXMA,Liberty Sirius XM Group,Media
LTEC,"LOUD Technologies, Inc.",Household Durables
LTFD,Littlefield Corporation,"Hotels, Restaurants & Leisure"
LTRE,"Learning Tree International, Inc.",Diversified Consumer Services
LTRPA,Liberty Tripadvisor Holdings Inc,Internet & Direct Marketing Retail
LUB,"Luby's, Inc.","Hotels, Restaurants & Leisure"
LULU,Lululemon Athletica inc.,"Textiles, Apparel & Luxury Goods"
LUXTY,Luxottica Group SpA (ADR),"Textiles, Apparel & Luxury Goods"
LVMUY,LVMH Moet Hennessy Louis Vuitton SE(ADR),"Textiles, Apparel & Luxury Goods"
LVS,Las Vegas Sands Corp.,"Hotels, Restaurants & Leisure"
LWSL,Lottery & Wagering Solutions Inc.,"Hotels, Restaurants & Leisure"
LYV,"Live Nation Entertainment, Inc.",Media
LZB,La-Z-Boy Incorporated,Household Durables
LZENF,Lizhan Environmental Corporation,"Textiles, Apparel & Luxury Goods"
M,Macy's Inc,Multiline Retail
MANU,Manchester United PLC,Media
MAR,Marriott International Inc,"Hotels, Restaurants & Leisure"
MAT,"Mattel, Inc.",Leisure Products
MBAY,MediaBay Inc,Internet & Direct Marketing Retail
MBPFF,MITCHELLS & BUTLER PLC,"Hotels, Restaurants & Leisure"
MBUU,Malibu Boats Inc,Leisure Products
MCCK,"Mestek, Inc.",Household Durables
MCD,McDonald's Corporation,"Hotels, Restaurants & Leisure"
MCFT,MCBC Holdings Inc,Leisure Products
MCRAA,McRae Industries,"Textiles, Apparel & Luxury Goods"
MCRI,"Monarch Casino & Resort, Inc.","Hotels, Restaurants & Leisure"
MCS,Marcus Corp,"Hotels, Restaurants & Leisure"
MCZAF,"Mad Catz Interactive, Inc. (USA)",Household Durables
MDC,"M.D.C. Holdings, Inc.",Household Durables
MDCA,MDC Partners Inc,Media
MDP,Meredith Corporation,Media
MECK,MecklerMedia Corp,Media
MELY,Microelectronics Technology Co,Media
MFST,Medifirst Solutions Inc,Household Durables
MGA,Magna International Inc. (USA),Auto Components
MGM,MGM Resorts International,"Hotels, Restaurants & Leisure"
MGTI,MGT Capital Investments Inc.,"Hotels, Restaurants & Leisure"
MHGI,Midnight Holdings Group Inc,Diversified Consumer Services
MHGU,Meritage Hospitality Group Inc.,"Hotels, Restaurants & Leisure"
MHK,"Mohawk Industries, Inc.",Household Durables
MHO,M/I Homes Inc,Household Durables
MIK,Michaels Companies Inc,Specialty Retail
MJMI,Marilynjean Interactive Inc,Internet & Direct Marketing Retail
MKGI,Monaker Group Inc,Media
MLCO,Melco Resorts & Entertainment Ltd(ADR),"Hotels, Restaurants & Leisure"
MLFB,Major League Football Inc,Media
MMTS,"Multi-Media Tutorial Services, Inc.",Diversified Consumer Services
MMTV,Medical Media Television Inc,Media
MMYT,MakeMyTrip Limited,Internet & Direct Marketing Retail
MNI,McClatchy Co,Media
MNRO,Monro Inc,Specialty Retail
MOBQ,Mobiquity Technologies Inc,Media
MOCI,Modern Cinema Group Inc,Media
MOD,Modine Manufacturing Co.,Auto Components
MOV,"Movado Group, Inc","Textiles, Apparel & Luxury Goods"
MPAA,"Motorcar Parts of America, Inc.",Auto Components
MPSFF,CUV VENTURES CORP,Internet & Direct Marketing Retail
MPX,Marine Products Corp.,Leisure Products
MRETF,MARTINREA INTL INC,Auto Components
MRIB,"Marani Brands, Inc.",Distributors
MSG,Madison Square Garden Co,Media
MSGN,MSG Networks Inc,Media
MSN,Emerson Radio Corp,Household Durables
MTH,Meritage Homes Corp,Household Durables
MTN,"Vail Resorts, Inc.","Hotels, Restaurants & Leisure"
MTYFF,MTY FOOD GROUP INC,"Hotels, Restaurants & Leisure"
MUSA,Murphy USA Inc,Specialty Retail
MVBY,My Vintage Baby Inc.,"Textiles, Apparel & Luxury Goods"
MVES,The Movie Studio Inc,Media
MWWC,Marketing Worldwide Corp,Auto Components
NAKD,Naked Brand Group Inc,"Textiles, Apparel & Luxury Goods"
NATH,"Nathan's Famous, Inc.","Hotels, Restaurants & Leisure"
NAUH,National American University Holdngs Inc,Diversified Consumer Services
NC,"NACCO Industries, Inc.",Household Durables
NCLH,Norwegian Cruise Line Holdings Ltd,"Hotels, Restaurants & Leisure"
NCMI,"National CineMedia, Inc.",Media
NDLS,Noodles & Co,"Hotels, Restaurants & Leisure"
NEEB,Nebraska Book Holdings Inc,Specialty Retail
NERO,Neuromama Ltd,Media
NETS,Netshoes (CAYMAN) Ltd,Internet & Direct Marketing Retail
NEUL,NEULION INC,Media
NEWM,New Media Investment Group Inc,Media
NFLX,"Netflix, Inc.",Internet & Direct Marketing Retail
NICH,Nitches Inc,"Textiles, Apparel & Luxury Goods"
NKE,Nike Inc,"Textiles, Apparel & Luxury Goods"
NLMP,"National Lampoon, Inc.",Media
NLS,"Nautilus, Inc.",Leisure Products
NMGGF,NETWORK MEDIA GROUP INC,Media
NMOC,Nemo Motors Corp,Automobiles
NNWS,Northport Network Systems Inc,Diversified Consumer Services
NOBH,"Nobility Homes, Inc.",Household Durables
NPSNY,Naspers Limited (ADR),Media
NROM,"Noble Roman's, Inc.","Hotels, Restaurants & Leisure"
NSANY,Nissan Motor Co Ltd (ADR),Automobiles
NSAV,Net Savings Link Inc,Distributors
NTEK,"NanoTech Entertainment, Inc.",Media
NTN,NTN Buzztime Inc,Media
NTRI,NutriSystem Inc.,Internet & Direct Marketing Retail
NTZ,"Natuzzi, S.p.A (ADR)",Household Durables
NVFY,Nova Lifestyle Inc,Household Durables
NVR,"NVR, Inc.",Household Durables
NWCN,Network CN Inc,Media
NWGI,Newgioco Group Inc,"Hotels, Restaurants & Leisure"
NWHM,New Home Company Inc,Household Durables
NWL,Newell Brands Inc,Household Durables
NWSA,News Corp,Media
NWY,"New York & Company, Inc.",Specialty Retail
NXGPF,NEXT PLC,Multiline Retail
NXMR,NextMart Inc.,Media
NXST,Nexstar Media Group Inc,Media
NYNY,Empire Resorts Inc,"Hotels, Restaurants & Leisure"
NYT,New York Times Co,Media
ODP,Office Depot Inc,Specialty Retail
OGSM,Organic Sales & Marketing Inc,Distributors
OLLI,Ollie's Bargain Outlet Holdings Inc,Multiline Retail
OMC,Omnicom Group Inc.,Media
OMTK,OmniTek Engineering Corp,Auto Components
OMVE,Omni Ventures Inc,"Textiles, Apparel & Luxury Goods"
ONVC,Online Vacation Center Holdings Corp.,"Hotels, Restaurants & Leisure"
OPCO,OurPet's Company,Household Durables
OPMZ,1PM Industries Inc,Internet & Direct Marketing Retail
ORLY,O'Reilly Automotive Inc,Specialty Retail
OSTK,Overstock.com Inc,Internet & Direct Marketing Retail
OXM,Oxford Industries Inc,"Textiles, Apparel & Luxury Goods"
PAG,"Penske Automotive Group, Inc.",Specialty Retail
PBIX,Passport Brands Inc,"Textiles, Apparel & Luxury Goods"
PBPB,Potbelly Corp,"Hotels, Restaurants & Leisure"
PCRFY,Panasonic Corporation (ADR),Household Durables
PCSV,PCS Edventures! Inc,Diversified Consumer Services
PEDH,"Peoples Educational Holdings, Inc.",Media
PENN,"Penn National Gaming, Inc","Hotels, Restaurants & Leisure"
PERY,"Perry Ellis International, Inc.","Textiles, Apparel & Luxury Goods"
PETS,Petmed Express Inc,Internet & Direct Marketing Retail
PFIN,"P & F Industries, Inc.",Household Durables
PFTI,Puradyn Filter Technologies Incorporated,Auto Components
PGSC,Progressive Green Solutions Inc,Household Durables
PHM,"PulteGroup, Inc.",Household Durables
PICO,Pico Holdings Inc,Household Durables
PII,Polaris Industries Inc.,Leisure Products
PIR,Pier 1 Imports Inc,Specialty Retail
PLAY,Dave & Buster's Entertainment Inc,"Hotels, Restaurants & Leisure"
PLCE,Childrens Place Inc,Specialty Retail
PLNT,Planet Fitness Inc,"Hotels, Restaurants & Leisure"
PLNTQ,Proliance International Inc.,Auto Components
PLYA,Playa Hotels & Resorts NV,"Hotels, Restaurants & Leisure"
PNK,Pinnacle Entertainment Inc,"Hotels, Restaurants & Leisure"
PNTV,Players Network,Media
POOL,Pool Corporation,Distributors
PRKA,"Parks! America, Inc.","Hotels, Restaurants & Leisure"
PRKI,Perk International Inc,Media
PRSI,Portsmouth Square Inc,"Hotels, Restaurants & Leisure"
PRSS,CafePress Inc,Internet & Direct Marketing Retail
PRTS,"U.S. Auto Parts Network, Inc.",Internet & Direct Marketing Retail
PRTY,Party City Holdco Inc,Specialty Retail
PRVU,PreVu Inc,Specialty Retail
PRXIQ,"Premier Exhibitions, Inc.","Hotels, Restaurants & Leisure"
PSO,Pearson PLC (ADR),Media
PTEFF,PIONEERING TECHNOLOGY INC,Household Durables
PTSXQ,Point.360,Media
PUBGY,Publicis Groupe SA (ADR),Media
PUPS,"Pick-Ups Plus, Inc.",Specialty Retail
PVH,PVH Corp,"Textiles, Apparel & Luxury Goods"
PXFG,"Phoenix Footwear Group, Inc.","Textiles, Apparel & Luxury Goods"
PZOO,Pazoo Inc,Internet & Direct Marketing Retail
PZRIF,PIZZA PIZZA ROYALTY CORP,"Hotels, Restaurants & Leisure"
PZZA,"Papa John's Int'l, Inc.","Hotels, Restaurants & Leisure"
QBCRF,"Quebecor, Inc. (USA)",Media
QEPC,"Q.E.P. Co., Inc.",Household Durables
QING,Qingco Inc,Specialty Retail
QLIS,Qualis Innovations Inc,Specialty Retail
QRTEA,Liberty Interactive QVC Group,Internet & Direct Marketing Retail
QSR,RESTAURANT BRANDS INTL INC,"Hotels, Restaurants & Leisure"
QTWWQ,QF Liquidation Inc,Auto Components
RACE,Ferrari NV,Automobiles
RAVE,Rave Restaurant Group Inc,"Hotels, Restaurants & Leisure"
RCII,Rent-A-Center Inc,Specialty Retail
RCKY,Rocky Brands Inc,"Textiles, Apparel & Luxury Goods"
RCL,Royal Caribbean Cruises Ltd,"Hotels, Restaurants & Leisure"
RDI,"Reading International, Inc.",Media
REBL,Rebel Group Inc,Media
RGR,Sturm Ruger & Company Inc,Leisure Products
RGS,Regis Corporation,Diversified Consumer Services
RH,RH,Specialty Retail
RHDGF,Retail Holdings NV,Household Durables
RIBS,Southern Concepts Restaurant Group Inc,"Hotels, Restaurants & Leisure"
RICK,RCI Hospitality Holdings Inc,"Hotels, Restaurants & Leisure"
RL,Ralph Lauren Corp,"Textiles, Apparel & Luxury Goods"
RLH,Red Lion Hotels Corporation,"Hotels, Restaurants & Leisure"
RLJE,RLJ Entertainment Inc,Media
RNKFF,WOW UNLIMITED MEDIA INC,Media
ROFO,Rockford Corporation,Household Durables
ROST,"Ross Stores, Inc.",Specialty Retail
ROWC,The Rowe Companies,Household Durables
RRGB,"Red Robin Gourmet Burgers, Inc.","Hotels, Restaurants & Leisure"
RRR,Red Rock Resorts Inc,"Hotels, Restaurants & Leisure"
RTMNF,REITMANS CDA LTD COM,Specialty Retail
RUTH,"Ruth's Hospitality Group, Inc.","Hotels, Restaurants & Leisure"
SAH,Sonic Automotive Inc,Specialty Retail
SAKL,Sack Lunch Productions Inc,Diversified Consumer Services
SALM,Salem Media Group Inc,Media
SAPX,Seven Arts Entertainment Inc,Media
SAUC,"Diversified Restaurant Holdings, Inc","Hotels, Restaurants & Leisure"
SBGI,Sinclair Broadcast Group Inc,Media
SBH,"Sally Beauty Holdings, Inc.",Specialty Retail
SBSAA,Spanish Broadcasting System Inc,Media
SBUX,Starbucks Corporation,"Hotels, Restaurants & Leisure"
SCFFF,SPOT COFFEE LTD CDA,"Hotels, Restaurants & Leisure"
SCHL,Scholastic Corp,Media
SCI,Service Corporation International,Diversified Consumer Services
SCOO,"School Specialty, Inc.",Diversified Consumer Services
SCRH,Scores Holding Company Inc.,"Hotels, Restaurants & Leisure"
SCUPF,SECOND CUP LTD,"Hotels, Restaurants & Leisure"
SCVL,"Shoe Carnival, Inc.",Specialty Retail
SDTC,Sentaida Tire Co Ltd,Distributors
SDXAY,Sodexo SA (ADR),"Hotels, Restaurants & Leisure"
SEAS,SeaWorld Entertainment Inc,"Hotels, Restaurants & Leisure"
SEGI,Sycamore Entertainment Group Inc,Media
SERV,Servicemaster Global Holdings Inc,Diversified Consumer Services
SEYE,Signature Eyewear Inc,"Textiles, Apparel & Luxury Goods"
SFEF,Santa Fe Financial Corp.,"Hotels, Restaurants & Leisure"
SFIV,Sector 5 Inc,"Textiles, Apparel & Luxury Goods"
SFLY,"Shutterfly, Inc.",Internet & Direct Marketing Retail
SGA,"Saga Communications, Inc.",Media
SGC,Superior Uniform Group Inc,"Textiles, Apparel & Luxury Goods"
SGGV,Sterling Group Ventures Inc,"Hotels, Restaurants & Leisure"
SGMS,Scientific Games Corp,"Hotels, Restaurants & Leisure"
SGOC,SGOCO Group Ltd,Household Durables
SGRP,SPAR Group Inc,Media
SHAK,Shake Shack Inc,"Hotels, Restaurants & Leisure"
SHCAY,Sharp Corporation (ADR),Household Durables
SHLD,Sears Holdings Corp,Multiline Retail
SHLO,"Shiloh Industries, Inc.",Auto Components
SHOO,"Steven Madden, Ltd.","Textiles, Apparel & Luxury Goods"
SHOS,Sears Hometown and Outlet Stores Inc,Specialty Retail
SIG,Signet Jewelers Ltd.,Specialty Retail
SIGN,Signet International Holdings Inc,Media
SIRI,Sirius XM Holdings Inc,Media
SIRZF,SIR ROYALTY INCOME FUND,"Hotels, Restaurants & Leisure"
SIX,Six Flags Entertainment Corp,"Hotels, Restaurants & Leisure"
SJR,Shaw Communications Inc (USA),Media
SKIS,Peak Resorts Inc,"Hotels, Restaurants & Leisure"
SKX,Skechers USA Inc,"Textiles, Apparel & Luxury Goods"
SKY,Skyline Corporation,Household Durables
SKYAY,SKY PLC (ADR),Media
SLOT,San Lotus Holding Inc,"Hotels, Restaurants & Leisure"
SMCE,SMC Recordings Inc,Media
SMDM,Singing Machine Company Inc,Household Durables
SMGY,"Smart Energy Solutions, Inc.",Auto Components
SMP,"Standard Motor Products, Inc.",Auto Components
SMRT,"Stein Mart, Inc.",Specialty Retail
SMWK,"Small World Kids, Inc.",Leisure Products
SNBR,Sleep Number Corp,Specialty Retail
SNE,Sony Corp (ADR),Household Durables
SODA,SODASTREAM INTERNATIONAL LTD,Household Durables
SONC,Sonic Corporation,"Hotels, Restaurants & Leisure"
SONT,Seen on Screen Tv Inc,Internet & Direct Marketing Retail
SORL,"Sorl Auto Parts, Inc.",Auto Components
SPCL,Solaris Power Cells Inc,Auto Components
SPGZ,Spectrum Group International Inc,Diversified Consumer Services
SPKMF,SPACKMAN EQUITIES GROUP INC COM,Media
SPMI,Speedemissions Inc,Specialty Retail
SPOI,SPO Networks Inc,Auto Components
SPQS,"SportsQuest, Inc.",Media
SPWH,Sportsman's Warehouse Holdings Inc,Specialty Retail
SPYR,SPYR Inc,"Hotels, Restaurants & Leisure"
SQBG,Sequential Brands Group Inc,"Textiles, Apparel & Luxury Goods"
SRAX,Social Reality Inc,Media
SRI,"Stoneridge, Inc.",Auto Components
SRMX,Saddle Ranch Media Inc,Media
SSC,Seven Stars Cloud Group Inc,Media
SSET,Starstream Entertainment Inc,Media
SSI,Stage Stores Inc,Specialty Retail
SSP,E. W. Scripps Co,Media
STAY,Extended Stay America Inc,"Hotels, Restaurants & Leisure"
STCB,Starco Brands Inc,Internet & Direct Marketing Retail
STHI,Sprout Tiny Homes Inc,Household Durables
STKS,One Group Hospitality Inc,"Hotels, Restaurants & Leisure"
STLY,HG Holdings Inc,Household Durables
STON,StoneMor Partners L.P.,Diversified Consumer Services
STRA,Strayer Education Inc,Diversified Consumer Services
STRT,Strattec Security Corp.,Auto Components
STRZ,"Star Buffet, Inc.","Hotels, Restaurants & Leisure"
SUIC,Sino United Worldwide Consolidated Ltd,Distributors
SUMR,"Summer Infant, Inc.",Leisure Products
SUP,Superior Industries International Inc,Auto Components
SURG,Surge Holdings Inc,Media
SVSN,Stereo Vision Entertainment Inc,Media
SWCC,Southwest Casino Corp.,"Hotels, Restaurants & Leisure"
SWRL,U-SWIRL Inc,"Hotels, Restaurants & Leisure"
SYPR,"Sypris Solutions, Inc.",Auto Components
TA,TravelCenters of America LLC,Specialty Retail
TACO,Del Taco Restaurants Inc,"Hotels, Restaurants & Leisure"
TAL,TAL Education Group (ADR),Diversified Consumer Services
TALN,"Talon International, Inc.","Textiles, Apparel & Luxury Goods"
TAST,"Carrols Restaurant Group, Inc.","Hotels, Restaurants & Leisure"
TAX,Liberty Tax Inc,Diversified Consumer Services
TBACQ,"Tandy Brands Accessories, Inc.","Textiles, Apparel & Luxury Goods"
TBTC,Table Trac Inc,"Hotels, Restaurants & Leisure"
TCLRY,Technicolor SA (ADR),Media
TCS,Container Store Group Inc,Specialty Retail
TEDU,Tarena International Inc(ADR),Diversified Consumer Services
TEN,Tenneco Inc,Auto Components
TFRFF,Tefron Ltd.,"Textiles, Apparel & Luxury Goods"
TGNA,Tegna Inc,Media
TGT,Target Corporation,Multiline Retail
THO,"Thor Industries, Inc.",Automobiles
THRM,Gentherm Inc,Auto Components
THRSF,International Thunderbird Gaming Corp.,"Hotels, Restaurants & Leisure"
TIF,Tiffany & Co.,Specialty Retail
TIGE,Tigrent Inc,Diversified Consumer Services
TIXC,Tix Corp.,Media
TJX,TJX Companies Inc,Specialty Retail
TLF,"Tandy Leather Factory, Inc.",Specialty Retail
TLRD,Tailored Brands Inc,Specialty Retail
TLYS,Tilly's Inc,Specialty Retail
TM,Toyota Motor Corp (ADR),Automobiles
TMHC,Taylor Morrison Home Corp,Household Durables
TOL,Toll Brothers Inc,Household Durables
TORSF,TORSTAR CORP  -CL B,Media
TOUR,Tuniu Corp,"Hotels, Restaurants & Leisure"
TOWR,Tower International Inc,Auto Components
TPCA,Tropicana Entertainment Inc,"Hotels, Restaurants & Leisure"
TPH,TRI Pointe Group Inc,Household Durables
TPR,Tapestry Inc,"Textiles, Apparel & Luxury Goods"
TPX,Tempur Sealy International Inc,Household Durables
TRBD,"Turbodyne Technologies, Inc.",Auto Components
TRCO,Tribune Media Co,Media
TRHF,TRHF Company Ltd Inc,Distributors
TRIP,Tripadvisor Inc,Internet & Direct Marketing Retail
TRK,"Speedway Motorsports, Inc.","Hotels, Restaurants & Leisure"
TRNC,tronc Inc,Media
TRZBF,TRANSAT A T INC,"Hotels, Restaurants & Leisure"
TSCO,Tractor Supply Company,Specialty Retail
TSLA,Tesla Inc,Automobiles
TSQ,Townsquare Media Inc,Media
TTM,Tata Motors Limited (ADR),Automobiles
TTNDY,Techtronic Industries Co. Ltd. (ADR),Household Durables
TTS,Tile Shop Holdings Inc,Specialty Retail
TTTM,T3M Inc,Automobiles
TUES,Tuesday Morning Corporation,Multiline Retail
TUP,Tupperware Brands Corporation,Household Durables
TV,Grupo Televisa SAB (ADR),Media
TVPC,Twin Vee Powercats Inc,Leisure Products
TVTV,Wherevertv Broadcasting Corporation Inc,Media
TWMC,Trans World Entertainment Corporation,Specialty Retail
TWOC,Trans World Corporation,"Hotels, Restaurants & Leisure"
TWX,Time Warner Inc,Media
TXIC,Tongxin International Ltd,Auto Components
TXRH,Texas Roadhouse Inc,"Hotels, Restaurants & Leisure"
TXSP,Taxus Pharmaceuticals Holdings Inc,Specialty Retail
UA,UNDER ARMOUR INC,"Textiles, Apparel & Luxury Goods"
UAA,Under Armour Inc,"Textiles, Apparel & Luxury Goods"
UBMPY,UBM Plc,Media
UCPA,United Communications Partners Inc,Media
UEIC,Universal Electronics Inc,Household Durables
UFAB,Unique Fabricating Inc,Auto Components
UFI,"Unifi, Inc.","Textiles, Apparel & Luxury Goods"
UHLN,"US Highland, Inc.",Auto Components
ULFS,Ultimate Franchise Systems Inc,"Hotels, Restaurants & Leisure"
ULTA,Ulta Beauty Inc,Specialty Retail
UMAX,Umax Group Corp,Leisure Products
UMGP,Universal Media Group Inc,Media
UNIEF,UNI-SELECT INC,Distributors
UNIR,Uniroyal Global Engineered Products Inc,"Textiles, Apparel & Luxury Goods"
UOLI,Uonlive Corp,Media
UONEK,Urban One Inc,Media
UQM,UQM Technologies Inc,Auto Components
URBN,"Urban Outfitters, Inc.",Specialty Retail
URBT,Urban Television Network Corp,Media
USBL,United States Basketball League Inc,Media
USEL,usell.com Inc,Diversified Consumer Services
UTI,"Universal Technical Institute, Inc.",Diversified Consumer Services
UTMR,Ultimate Rack Inc,Leisure Products
UWKI,"uWink, Inc.","Hotels, Restaurants & Leisure"
UWN,Nevada Gold & Casinos,"Hotels, Restaurants & Leisure"
VAC,Marriott Vacations Worldwide Corp,"Hotels, Restaurants & Leisure"
VC,Visteon Corp,Auto Components
VCTY,"Videolocity International, Inc.",Diversified Consumer Services
VDTH,Videocon d2h Ltd - ADR,Media
VFC,VF Corp,"Textiles, Apparel & Luxury Goods"
VIAB,"Viacom, Inc.",Media
VIIN,Motor Sport Country Club Holdings Inc,"Hotels, Restaurants & Leisure"
VIPS,Vipshop Holdings Ltd - ADR,Internet & Direct Marketing Retail
VLKAY,Volkswagen AG (ADR),Automobiles
VNCE,Vince Holding Corp,"Textiles, Apparel & Luxury Goods"
VOXX,VOXX International Corp,Auto Components
VRA,"Vera Bradley, Inc.","Textiles, Apparel & Luxury Goods"
VSI,Vitamin Shoppe Inc,Specialty Retail
VSTO,Vista Outdoor Inc,Leisure Products
VTEQ,Veriteq Corp,Internet & Direct Marketing Retail
VTNL,Vet Online Supply Inc,Internet & Direct Marketing Retail
VTXB,Vortex Brands Co,Internet & Direct Marketing Retail
VUZI,Vuzix Corp,Household Durables
W,Wayfair Inc,Internet & Direct Marketing Retail
WACLY,Wacoal Holdings Corporation (ADR),"Textiles, Apparel & Luxury Goods"
WALKQ,"The Walking Company Holdings, Inc.",Specialty Retail
WARM,Cool Technologies Inc,Auto Components
WBAI,500.com Ltd,"Hotels, Restaurants & Leisure"
WCRS,Western Capital Resources Inc,Specialty Retail
WEN,Wendys Co,"Hotels, Restaurants & Leisure"
WEYS,"Weyco Group, Inc.",Distributors
WGO,"Winnebago Industries, Inc.",Automobiles
WHR,Whirlpool Corporation,Household Durables
WINA,Winmark Corporation,Specialty Retail
WING,Wingstop Inc,"Hotels, Restaurants & Leisure"
WIZD,Wizard World Inc,Media
WKHS,Workhorse Group Inc,Auto Components
WLH,William Lyon Homes,Household Durables
WOFA,Wisdom Homes of America Inc,Household Durables
WOW,WideOpenWest Inc,Media
WPFH,World Poker Fund Holdings Inc,Media
WPP,WPP PLC (ADR),Media
WSM,"Williams-Sonoma, Inc.",Specialty Retail
WTCG,W Technologies Inc,Media
WTKN,WellTek Inc,"Hotels, Restaurants & Leisure"
WTW,"Weight Watchers International, Inc.",Diversified Consumer Services
WWE,"World Wrestling Entertainment, Inc.",Media
WWW,"Wolverine World Wide, Inc.","Textiles, Apparel & Luxury Goods"
WYN,Wyndham Worldwide Corporation,"Hotels, Restaurants & Leisure"
WYNN,"Wynn Resorts, Limited","Hotels, Restaurants & Leisure"
XELB,XCel Brands Inc,Media
XPLT,XPEL Technologies Corp,Auto Components
XSPY,SPY Inc,"Textiles, Apparel & Luxury Goods"
XSVT,Xsovt Brands Inc,"Textiles, Apparel & Luxury Goods"
XTMM,Xtreme Motorsports International Inc,Leisure Products
YLWDF,YELLOW PAGES LTD,Media
YTRA,Yatra Online Inc,Internet & Direct Marketing Retail
YUM,"Yum! Brands, Inc.","Hotels, Restaurants & Leisure"
YUMC,Yum China Holdings Inc,"Hotels, Restaurants & Leisure"
ZAAP,ZAP,Automobiles
ZAGG,Zagg Inc,Household Durables
ZOES,Zoe's Kitchen Inc,"Hotels, Restaurants & Leisure"
ZUMRF,ZOOMERMEDIA LTD,Media
ZUMZ,Zumiez Inc.,Specialty Retail
ZX,China Zenix Auto International Ltd,Auto Components
