Symbol,Company,Industry
MLBVF,GREAT THUNDER GOLD CORP,Metals & Mining
MLM,"Martin Marietta Materials, Inc.",Construction Materials
MMRGF,MINAURUM GOLD INC,Metals & Mining
MMTMF,MONUMENT MINING LTD,Metals & Mining
MNDJF,MANDALAY RESOURCES CORP,Metals & Mining
MNGA,MagneGas Corporation,Chemicals
MNTUF,MANITOU GOLD INC,Metals & Mining
MON,Monsanto Company,Chemicals
MOS,Mosaic Co,Chemicals
MPVD,MOUNTAIN PROVINCE DIAMONDS,Metals & Mining
MSB,Mesabi Trust,Metals & Mining
MSOVF,GREATBANKS RES LTD COM NEW,Metals & Mining
MSTG,"Mustang Alliances, Inc.",Metals & Mining
MT,ArcelorMittal SA (ADR),Metals & Mining
MTL,Mechel PAO (ADR),Metals & Mining
MTLCF,METALCORP LTD,Metals & Mining
MTRN,Materion Corp,Metals & Mining
MTWD,"Metwood, Inc.",Metals & Mining
MTX,Minerals Technologies Inc,Chemicals
MUNMF,MUNDORO CAPITAL INC,Metals & Mining
MURCF,MONSTER URANIUM CORP,Metals & Mining
MUX,McEwen Mining Inc,Metals & Mining
MXSG,Mexus Gold US,Metals & Mining
MXTLF,METALEX VENTURES LTD,Metals & Mining
MXTRF,MONTERO MINING & EXPLORATION,Metals & Mining
MYE,"Myers Industries, Inc.",Containers & Packaging
NAK,Northern Dynasty Minerals Ltd,Metals & Mining
NANX,Nanophase Technologies Corporation,Chemicals
NBMLF,NOBLE METAL GROUP INC COM,Metals & Mining
NCFFF,NORTHCLIFF RESOURCES LTD,Metals & Mining
NCMBF,GOLDON RESOURCES LTD,Metals & Mining
NEM,Newmont Mining Corp,Metals & Mining
NEU,NewMarket Corporation,Chemicals
NEVDF,NEVADA COPPER CORP,Metals & Mining
NEWRF,NEWMAC RES INC COM NEW,Metals & Mining
NFTI,"NoFire Technologies, Inc.",Chemicals
NG,NovaGold Resources Inc. (USA),Metals & Mining
NGD,New Gold Inc. (USA),Metals & Mining
NGLOY,Anglo American plc (ADR),Metals & Mining
NGVT,Ingevity Corp,Chemicals
NHYDY,Norsk Hydro ASA (ADR),Metals & Mining
NILA,Nilam Resources Inc,Metals & Mining
NILSY,MMC NORILSK NICKEL PSJC,Metals & Mining
NIOCF,NIOCAN INC,Metals & Mining
NJMC,New Jersey Mining Company,Metals & Mining
NKOSF,LABRADOR GOLD CORP,Metals & Mining
NLGCF,NORTHERN LION GOLD CORP COM PAR,Metals & Mining
NMEX,Northern Minerals & Exploration Ltd,Metals & Mining
NNADF,NEW NADINA EXPLORATIONS LTD,Metals & Mining
NNDIF,NORANDA INCOME FUND,Metals & Mining
NNGVF,TESORO MINERALS CORP COM,Metals & Mining
NNMIF,Nearctic Nickel Mines Inc,Metals & Mining
NNUP,"Nocopi Technologies, Inc.",Chemicals
NOEC,New Oriental Energy & Chemical Corp.,Chemicals
NOPUF,NEW OROPERU RESOURCES INC,Metals & Mining
NORNQ,Noranda Aluminum Holding Corporation,Metals & Mining
NP,Neenah Inc,Paper & Forest Products
NSHRF,NORTHERN SHIELD RESOURCS INC,Metals & Mining
NSRS,North Springs Resources Corp,Metals & Mining
NSU,Nevsun Resources (USA),Metals & Mining
NSUPF,NORTHERN SUPERIOR RESOURCES,Metals & Mining
NSVLF,SHOSHONI GOLD LTD,Metals & Mining
NTCPF,NORTHISLE COPPER & GOLD INC,Metals & Mining
NTGSF,GOLDEN PREDATOR MINING CORP,Metals & Mining
NTIC,Northern Technologies International Corp,Chemicals
NUE,Nucor Corporation,Metals & Mining
NVDEF,NEVADA EXPLORATION INC,Metals & Mining
NVGC,Nevada Gold Corp,Metals & Mining
NWDMF,NEW DIMENSION RESOURCES LTD,Metals & Mining
NWFFF,NEW WORLD RESOURCE CORP COM NEW,Metals & Mining
NWTT,"NW Tech Capital, Inc.",Metals & Mining
NWXPF,NEWPORT EXPLORATION LTD,Metals & Mining
OBGRF,ORBIT GARANT DRILLING INC,Metals & Mining
OCANF,OCEANAGOLD CORP,Metals & Mining
OCIP,OCI Partners LP,Chemicals
OEC,Orion Engineered Carbons SA,Chemicals
OI,Owens-Illinois Inc,Containers & Packaging
OLN,Olin Corporation,Chemicals
OMN,OMNOVA Solutions Inc.,Chemicals
ONBI,ONE Bio Corp,Chemicals
ONP,Orient Paper Inc,Paper & Forest Products
ONVRF,ORONOVA ENERGY INC COM,Metals & Mining
OPGX,Optigenex Inc,Chemicals
OPHI,Organic Plant Health Inc,Chemicals
ORMTQ,Ormet Corp,Metals & Mining
OROE,Oro East Mining Inc,Metals & Mining
OROXF,OROSUR MINING INC,Metals & Mining
OSN,Ossen Innovation Co  Ltd (ADR),Metals & Mining
PAAS,Pan American Silver Corp. (USA),Metals & Mining
PAH,Platform Specialty Products Corp,Chemicals
PANXF,PLATINEX INC COM,Metals & Mining
PENC,Pen Inc,Chemicals
PEXZF,PACIFIC RIDGE EXPLORATION,Metals & Mining
PFSD,"Pacific Sands, Inc.",Chemicals
PGDIF,PEREGRINE DIAMONDS LTD,Metals & Mining
PGLC,Pershing Gold Corp,Metals & Mining
PGNRF,PAN GLOBAL RESOURCES INC,Metals & Mining
PGOL,Patriot Gold Corp.,Metals & Mining
PGRX,Prospect Global Resources Inc,Chemicals
PGTMF,PAGET MINERALS CORP,Metals & Mining
PGXPF,PELANGIO EXPLORATION INC,Metals & Mining
PHOS,Phosphate Holdings Inc,Chemicals
PJXRF,PJX RESOURCES INC,Metals & Mining
PKG,Packaging Corp Of America,Containers & Packaging
PKX,POSCO (ADR),Metals & Mining
PLG,Platinum Group Metals Limited (USA),Metals & Mining
PLM,Polymet Mining Corp (USA),Metals & Mining
PLTYF,Plastec Technologies Ltd,Chemicals
PLYFF,PLAYFAIR MINING LTD,Metals & Mining
PNCKF,Pure Nickel Inc (USA),Metals & Mining
PNMLF,JAYDEN RESOURCES INC,Metals & Mining
PNTZF,TRIGON METALS INC,Metals & Mining
POL,PolyOne Corporation,Chemicals
POPE,Pope Resources A Delaware LP,Paper & Forest Products
PORMF,NOVX21 INC,Metals & Mining
POROF,PANORO MINERALS LTD,Metals & Mining
POTG,Portage Resources Inc,Metals & Mining
PPG,"PPG Industries, Inc.",Chemicals
PPZRF,PACIFIC TOPAZ RES LTD COM,Metals & Mining
PREIF,PRECIPITATE GOLD CORP,Metals & Mining
PRZFF,PRIZE MINING CORP,Metals & Mining
PSPGF,NORTHERN EMPIRE RESOURCES CP,Metals & Mining
PTAM,Potash America Inc,Chemicals
PTEEF,Plaintree Systems Inc. (USA),Metals & Mining
PTOZF,PLATO GOLD CORP,Metals & Mining
PUBC,PureBase Corp,Metals & Mining
PUDA,"Puda Coal, Inc",Metals & Mining
PUXPF,PUMA EXPLORATION INC,Metals & Mining
PVG,PRETIUM RESOURCES INC,Metals & Mining
PVMCF,Pine Valley Mining Corporation,Metals & Mining
PX,"Praxair, Inc.",Chemicals
PZG,Paramount Gold Nevada Corp,Metals & Mining
RATHF,RATHDOWNEY RESOURCES LTD,Metals & Mining
RBGDF,RANDSBURG INTL GOLD CORP,Metals & Mining
RBMNF,RUGBY MINING LTD,Metals & Mining
RBTK,Zhen Ding Resources Inc,Metals & Mining
RBYC,Ruby Creek Resources Inc,Metals & Mining
RBYCF,Rubicon Minerals Corp. (USA),Metals & Mining
RCCMF,NIPPON DRAGON RESOURCES INC,Metals & Mining
RCKE,"Rock Energy Resources, Inc.",Metals & Mining
RCKTF,ROCK TECH LINTHIUM INC,Metals & Mining
RCTFF,Rochester Resources Ltd,Metals & Mining
RCZRF,ARMOR MINERALS INC COM,Metals & Mining
RDEXF,RED PINE EXPLORATION INC,Metals & Mining
RDIAF,ROCKWELL DIAMONDS INC,Metals & Mining
RDSMY,Koninklijke DSM N.V. (ADR),Chemicals
RDTMF,RED TIGER MINING INC,Metals & Mining
REEMF,Rare Element Resources Ltd,Metals & Mining
RELYQ,Real Industry Inc,Metals & Mining
RFP,Resolute Forest Products Inc,Paper & Forest Products
RGCTF,REDSTAR GOLD CORP,Metals & Mining
RGDFF,REUNION GOLD CORP,Metals & Mining
RGLD,"Royal Gold, Inc (USA)",Metals & Mining
RGLSF,REGULUS RESOURCES INC,Metals & Mining
RIO,Rio Tinto plc (ADR),Metals & Mining
RITE,MineralRite Corp,Metals & Mining
RIVVF,RIO NOVO GOLD INC SHS,Metals & Mining
RJKAF,RJK EXPLORATIONS LTD,Metals & Mining
RKHNF,ROCKHAVEN RESOURCES LTD,Metals & Mining
RKMSF,ROKMASTER RESOURCES CORP,Metals & Mining
RKTE,High Velocity Alternative Energy Corp,Chemicals
RMDFF,RICHMOND MINERALS INC,Metals & Mining
RMETF,RACKLA METALS INC COM NEW,Metals & Mining
RMNXF,RAINY MOUNTAIN ROYALTY CORP,Metals & Mining
RMRDF,RESSOURCES MINIERES RADISSON,Metals & Mining
RNBI,RAINBOW INTERNATIONAL CORP,Metals & Mining
RNGC,Ranger Gold Corp,Metals & Mining
RNKLF,ROYAL NICKEL CORP,Metals & Mining
RNSGF,RENAISSANCE GOLD INC,Metals & Mining
ROGFF,ROXGOLD INC,Metals & Mining
RPBC,Redpoint Bio Corporation,Chemicals
RPKIF,RICHARDS PACKAGING INCOME FD,Containers & Packaging
RPM,RPM International Inc.,Chemicals
RRIF,Rainforest Resources Inc,Paper & Forest Products
RS,Reliance Steel & Aluminum Co,Metals & Mining
RTKHQ,"Rentech, Inc.",Paper & Forest Products
RTLGF,ST AUGUSTINE GOLD & COPPER,Metals & Mining
RUPRF,RUPERT RESOURCES LTD,Metals & Mining
RVNG,Raven Gold Corp.,Metals & Mining
RVSDF,RIVERSIDE RESOURCES INC,Metals & Mining
RYAM,Rayonier Advanced Materials Inc,Chemicals
RYAM-A,Rayonier Advanced Materials Inc,Chemicals
RYES,Rise Gold Corp,Metals & Mining
RYI,Ryerson Inc,Metals & Mining
RYMM,Royal Mines And Minerals Corp,Metals & Mining
RYSMF,Royal Standard Minerals Inc USA,Metals & Mining
SA,"Seabridge Gold, Inc. (USA)",Metals & Mining
SADMF,SANATANA RESOURCES INC,Metals & Mining
SAEUF,SATURN OIL & GAS INC,Metals & Mining
SAND,SANDSTORM GOLD LTD,Metals & Mining
SANP,Santo Mining Corp,Metals & Mining
SBGL,Sibanye Gold Ltd (ADR),Metals & Mining
SBWFF,STRONGBOW EXPLORATION INC,Metals & Mining
SCCFF,STRATEGIC RESOURCES INC,Metals & Mining
SCCO,Southern Copper Corp,Metals & Mining
SCHN,"Schnitzer Steel Industries, Inc.",Metals & Mining
SCIO,Scio Diamond Technology Corp,Metals & Mining
SCL,Stepan Company,Chemicals
SDRG,Silver Dragon Resources Inc,Metals & Mining
SDURF,STROUD RESOURCES LTD,Metals & Mining
SEE,Sealed Air Corp,Containers & Packaging
SEKZF,SECOVA METALS CORP,Metals & Mining
SEOAY,Stora Enso OYJ (ADR),Paper & Forest Products
SEVT,"Summit Environmental Corporation, Inc.",Chemicals
SFEG,Santa Fe Gold Corporation,Metals & Mining
SFMI,"Silver Falcon Mining, Inc.",Metals & Mining
SGMD,Sugarmade Inc,Paper & Forest Products
SGRNF,SERENGETI RESOURCES LTD,Metals & Mining
SGRWF,CAVA RESOURCES INC,Metals & Mining
SHGDF,STAR DIAMOND CORP,Metals & Mining
SHI,Sinopec Shanghai Petrochemical Co. (ADR),Chemicals
SHLE,Shale Oil International Inc,Metals & Mining
SHLM,A Schulman Inc,Chemicals
SHW,Sherwin-Williams Co,Chemicals
SID,Companhia Siderurgica Nacional (ADR),Metals & Mining
SIDGQ,"Stamford Industrial Group, Inc.",Metals & Mining
SIM,Grupo Simec SAB de CV (ADR),Metals & Mining
SIPN,"SIPP International Industries, Inc.",Chemicals
SIREF,SIRIOS RESOURCES INC,Metals & Mining
SKHRF,STAKEHOLDER GOLD CORP,Metals & Mining
SKREF,SKEENA RES LTD NEW COM,Metals & Mining
SLCO,Sovereign Lithium Inc,Metals & Mining
SLGN,Silgan Holdings Inc.,Containers & Packaging
SLGX,Sillenger Exploration Corp,Metals & Mining
SLMLF,APEX RESOURCES INC,Metals & Mining
SLMXF,SLAM EXPLORATION LTD,Metals & Mining
SLMZF,DAMARA GOLD CORP,Metals & Mining
SLRRF,SILVER RANGE RESOURCES LTD,Metals & Mining
SLTFF,PISTOL BAY MINING INC,Metals & Mining
SMG,Scotts Miracle-Gro Co,Chemicals
SMID,Smith-Midland Corporation,Construction Materials
SMPR,Cambrian Minerals Group Inc,Metals & Mining
SMREF,SAN MARCO RESOURCES INC,Metals & Mining
SMRS,Star Mountain Resources Inc,Metals & Mining
SMSMY,Sims Metal Management Ltd (ADR),Metals & Mining
SMXMF,Samex Mining Corp. (USA),Metals & Mining
SNET,"SourcingLink.net, Inc.",Metals & Mining
SNEY,Sunergy Inc,Metals & Mining
SNMX,Senomyx Inc.,Chemicals
SNNGF,PPX MINING CORP,Metals & Mining
SNNJF,SENNEN POTASH CORP,Chemicals
SNRAF,SENATOR MINERALS INC,Metals & Mining
SON,Sonoco Products Co,Containers & Packaging
SPAG,Spartan Gold Ltd,Metals & Mining
SPPJY,Sappi Limited (ADR),Paper & Forest Products
SPVEF,ATLANTIC GOLD CORP,Metals & Mining
SPXP,"Spirit Exploration, Inc.",Metals & Mining
SQM,Sociedad Quimica y Minera de Chile (ADR),Chemicals
SRCGF,SPRUCE RIDGE RES LTD COM,Metals & Mining
SRCH,Searchlight Minerals Corp.,Metals & Mining
SRFDF,Starfield Resources Inc,Metals & Mining
SRGZ,Star Gold Corp,Metals & Mining
SSL,Sasol Limited (ADR),Chemicals
SSRM,SSR Mining Inc,Metals & Mining
SSVFF,SOUTHERN SILVER EXPLORATION,Metals & Mining
STLD,"Steel Dynamics, Inc.",Metals & Mining
STLJF,STELLA-JONES INC,Paper & Forest Products
SUM,Summit Materials Inc,Construction Materials
SUMXF,SUPREMEX INC,Paper & Forest Products
SURE,Sonora Resources Corp,Metals & Mining
SVBL,SILVER BULL RESOURCES INC,Metals & Mining
SVBRF,SILVER BEAR RESOURCES INC,Metals & Mining
SVROF,SILVER PREDATOR CORP,Metals & Mining
SWM,"Schweitzer-Mauduit International, Inc.",Paper & Forest Products
SWNLF,SCOZINC MINING LTD,Metals & Mining
SXC,SunCoke Energy Inc,Metals & Mining
SXCP,SunCoke Energy Partners LP,Metals & Mining
SXMVF,SOCIETE D'EXPL MINIERE VIOR,Metals & Mining
SXT,Sensient Technologies Corporation,Chemicals
SYNL,Synalloy Corporation,Metals & Mining
TAHO,TAHOE RES INC COM,Metals & Mining
TAKUF,TAKU GOLD CORP,Metals & Mining
TANH,Tantech Holdings Ltd,Chemicals
TBMIF,AURCREST GOLD INC,Metals & Mining
TDYT,"Thermodynetics, Inc.",Metals & Mining
TECK,Teck Resources Ltd (USA),Metals & Mining
TEUTF,TEUTON RESOURCES CORP,Metals & Mining
TG,Tredegar Corporation,Chemicals
TGB,Taseko Mines Ltd (USA),Metals & Mining
TGCDF,TERANGA GOLD CORP,Metals & Mining
TGILF,TIGER INTL RES INC COM,Metals & Mining
TGLS,Tecnoglass Inc,Construction Materials
TGRUF,ENCORE ENERGY CORP,Metals & Mining
THM,International Tower Hill Mines Ltd,Metals & Mining
THMG,"Thunder Mountain Gold, Inc",Metals & Mining
TINO,Tamino Minerals Inc,Metals & Mining
TITUF,TITANIUM CORP INC,Metals & Mining
TLRS,Timberline Resources Corp,Metals & Mining
TMQ,TRILOGY METALS INC,Metals & Mining
TMRC,Texas Mineral Resources Corp,Metals & Mining
TMST,Timkensteel Corp,Metals & Mining
TNGMF,TRUE NORTH GEMS INC,Metals & Mining
TNH,"Terra Nitrogen Company, L.P.",Chemicals
TNREF,TARANIS RESOURCES INC,Metals & Mining
TNUG,Tundra Gold Corp,Metals & Mining
TOGOF,TOMAGOLD CORP,Metals & Mining
TORM,TOR Minerals International Inc,Chemicals
TORZ,Sutor Technology Group Ltd.,Metals & Mining
TRBMF,TORQ RESOURCES INC,Metals & Mining
TREC,Trecora Resources,Chemicals
TROIF,TRI ORIGIN EXPLORATION LTD,Metals & Mining
TROOF,TRIO GOLD CORP,Metals & Mining
TROX,Tronox Ltd,Chemicals
TRQ,Turquoise Hill Resources Ltd,Metals & Mining
TRRE,"Terra Energy Resources, Ltd.",Chemicals
TRRI,Trinity Resources Inc,Metals & Mining
TRRXF,TNR GOLD CORP,Metals & Mining
TRSDF,TIGER RESOURCES LTD SHS,Metals & Mining
TRX,Tanzanian Royalty Exploration Corp,Metals & Mining
TRYRF,Troy Resources Ltd,Metals & Mining
TRYXF,TROYMET EXPLORATION CORP,Metals & Mining
TSDRF,TSODILO RESOURCES LTD,Metals & Mining
TSE,Trinseo S.A.,Chemicals
TSGZF,TRISTAR GOLD INC,Metals & Mining
TSRMF,TREASURY METALS INC,Metals & Mining
TTEXF,BULLION GOLD RES CORP COM NEW,Metals & Mining
TTXP,Trilliant Exploration Corp,Metals & Mining
TUNG,Tungsten Corp,Metals & Mining
TWIRF,TREE ISLAND STEEL LTD,Metals & Mining
TX,Ternium SA (ADR),Metals & Mining
TYHJF,TYHEE GOLD CORP,Metals & Mining
TYPFF,TYPHOON EXPLORATION INC,Metals & Mining
UAMY,United States Antimony Corporation,Metals & Mining
UAN,CVR Partners LP,Chemicals
UECN,"Shiner International, Inc.",Chemicals
UFPT,"UFP Technologies, Inc.",Containers & Packaging
UFS,Domtar Corp (USA),Paper & Forest Products
UGDM,Universal Gold Mining Corp,Metals & Mining
ULTXF,ULTRA LITHIUM INC COM NEW,Metals & Mining
ULUCF,EMPIRE METALS CORP COM,Metals & Mining
UNRG,United Energy Corp.,Chemicals
UPMKY,UPM-Kymmene Corporation (ADR),Paper & Forest Products
UREE,US Rare Earths Inc,Metals & Mining
URPLF,NEW KLONDIKE EXPLORATION LTD,Metals & Mining
USAP,Universal Stainless & Alloy Products,Metals & Mining
USCR,US Concrete Inc,Construction Materials
USCS,USCorp,Metals & Mining
USLM,United States Lime & Minerals Inc,Construction Materials
USPR,"U.S. Precious Metals, Inc.",Metals & Mining
VALE,Vale SA (ADR),Metals & Mining
VALGF,VALGOLD RESOURCES LTD,Metals & Mining
VANTF,VANTEX RESOURCES LTD,Metals & Mining
VDRM,Viaderma Inc,Paper & Forest Products
VEDL,Vedanta Ltd (ADR),Metals & Mining
VGLDF,VANGOLD MINING CORP,Metals & Mining
VGMIF,VISIBLE GOLD MINES INC,Metals & Mining
VGMTF,MINERA ALAMOS INC,Metals & Mining
VGZ,Vista Gold Corp.,Metals & Mining
VHI,"Valhi, Inc.",Chemicals
VIPV,VIPR Corp,Metals & Mining
VKSC,"Viskase Companies, Inc.",Containers & Packaging
VMC,Vulcan Materials Company,Construction Materials
VOHO,Volcan Holdings Inc,Metals & Mining
VPOR,Newgen Concepts Inc,Containers & Packaging
VRCV,Varca Ventures Inc,Metals & Mining
VRS,Verso Corp,Paper & Forest Products
VRZPF,ALKALI3 RESOURCES INC,Metals & Mining
VVCVF,VVC EXPLORATION CORP,Metals & Mining
VVV,Valvoline Inc,Chemicals
WARGF,WAR EAGLE MINING CO INC,Metals & Mining
WCTXF,LICO ENERGY METALS INC,Metals & Mining
WDOFF,WESDOME GOLD MINES LTD,Metals & Mining
WEBC,"Webco Industries, Inc.",Metals & Mining
WEGOF,WESCAN GOLDFIELDS INC,Metals & Mining
WHTGF,MANGAZEYA MINING LTD,Metals & Mining
WIPKF,WINPAK LTD,Containers & Packaging
WLBMF,WALLBRIDGE MINING CO LTD,Metals & Mining
WLK,Westlake Chemical Corporation,Chemicals
WLKP,Westlake Chemical Partners LP,Chemicals
WLRMF,ALORO MINING CORP,Metals & Mining
WLTGQ,New Wei Inc,Metals & Mining
WMSI,"Williams Industries, Incorporated",Metals & Mining
WMTM,White Mountain Titanium Corporation,Metals & Mining
WMTND,WestMountain Gold Inc,Metals & Mining
WOR,"Worthington Industries, Inc.",Metals & Mining
WPM,Wheaton Precious Metals Corp,Metals & Mining
WRK,WestRock Co,Containers & Packaging
WWEXF,WAI CAPITAL INVESTMENTS CORP,Metals & Mining
X,United States Steel Corporation,Metals & Mining
XCPL,Xcpcnl Business Services Corp,Containers & Packaging
XFLS,Xfuels Inc,Chemicals
XPL,Solitario Zinc Corp (USA),Metals & Mining
XRESF,XTIERRA INC,Metals & Mining
YECO,Yulong Eco-Materials Ltd,Construction Materials
YRBAF,YORBEAU RESOURCES INC  -CL A,Metals & Mining
YTEN,Yield10 Bioscience Inc,Chemicals
YWRLF,CLEAN COMMODITIES CORP,Metals & Mining
ZCOM,"Impreso, Inc.",Paper & Forest Products
ZCRMF,ZINCORE METALS INC,Metals & Mining
ZEUS,"Olympic Steel, Inc.",Metals & Mining
ZGSI,Zero Gravity Solutions Inc,Chemicals
ZNBR,Zinco Do Brasil Inc,Metals & Mining
