Symbol,Company,Industry
HLFN,Home Loan Financial Corporation,Thrifts & Mortgage Finance
HLI,Houlihan Lokey Inc,Capital Markets
HLND,Highlands Bankshares Inc,Banks
HLNE,Hamilton Lane Inc,Capital Markets
HMCBF,HOME CAPITAL GROUP INC -CL B,Thrifts & Mortgage Finance
HMN,Horace Mann Educators Corporation,Insurance
HMNF,"HMN Financial, Inc.",Thrifts & Mortgage Finance
HMST,HomeStreet Inc,Thrifts & Mortgage Finance
HMTA,HomeTown Bankshares Corp,Banks
HNNA,Hennessy Advisors Inc,Capital Markets
HOMB,Home Bancshares Inc,Banks
HONE,HarborOne Bancorp Inc,Banks
HOPE,Hope Bancorp Inc,Banks
HPIL,HPIL Holding,Capital Markets
HRTG,Heritage Insurance Holdings Inc,Insurance
HRZN,Horizon Technology Finance Corp,Capital Markets
HSBC,HSBC Holdings plc (ADR),Banks
HTBI,Hometrust Bancshares Inc,Banks
HTBK,Heritage Commerce Corp.,Banks
HTGC,Hercules Capital Inc,Capital Markets
HTH,Hilltop Holdings Inc.,Banks
HTLF,Heartland Financial USA Inc,Banks
HVBC,HV Bancorp Inc,Thrifts & Mortgage Finance
HWBK,"Hawthorn Bancshares, Inc.",Banks
HWEN,Home Financial Bancorp,Thrifts & Mortgage Finance
HZHI,Horizons Holdings International Corp,Diversified Financial Services
IBCP,Independent Bank Corporation(MI),Banks
IBKC,IBERIABANK Corp,Banks
IBKR,"Interactive Brokers Group, Inc.",Capital Markets
IBN,ICICI Bank Ltd (ADR),Banks
IBOC,International Bancshares Corp,Banks
IBTX,Independent Bank Group Inc,Banks
ICBK,County Bancorp Inc,Banks
ICBT,ICBS Ltd,Capital Markets
ICCH,ICC Holdings Inc,Insurance
ICE,Intercontinental Exchange Inc,Capital Markets
IDEA,Invent Ventures Inc,Capital Markets
IDLLF,INDUSTRIAL ALLIANCE INS &FIN,Insurance
IEGH,Ieg Holdings Corp,Consumer Finance
IFSB,Colombo Bank,Thrifts & Mortgage Finance
IGEX,Indo Global Exchange(s) PteLtd,Capital Markets
IHC,Independence Holding Company,Insurance
IIBK,Idaho Independent Bank,Banks
IMH,"IMPAC Mortgage Holdings, Inc",Thrifts & Mortgage Finance
INBK,First Internet Bancorp,Banks
INDB,Independent Bank Corp,Banks
ING,ING Groep NV (ADR),Banks
INTL,INTL Fcstone Inc,Capital Markets
IPCC,Infinity Property and Casualty Corp.,Insurance
IROQ,IF Bancorp Inc,Thrifts & Mortgage Finance
ISBA,Isabella Bank Corp,Banks
ISBC,Investors Bancorp Inc,Banks
ISTR,Investar Holding Corp,Banks
ITCB,Itau Corpbanca (ADR),Banks
ITG,Investment Technology Group,Capital Markets
ITIC,Investors Title Company,Insurance
ITPC,Intrepid Capital Corp.,Capital Markets
IVR,Invesco Mortgage Capital Inc,Mortgage Real Estate Investment Trusts (REITs)
IVR-A,Invesco Mortgage Capital Inc,Mortgage Real Estate Investment Trusts (REITs)
IVR-B,Invesco Mortgage Capital Inc,Mortgage Real Estate Investment Trusts (REITs)
IVR-C,Invesco Mortgage Capital Inc,Mortgage Real Estate Investment Trusts (REITs)
IVZ,Invesco Ltd.,Capital Markets
IX,ORIX Corporation (ADR),Diversified Financial Services
JAGR,Green Street Capital Corp,Capital Markets
JALC,John Adams Life Corp.,Insurance
JERT,JER Investors Trust Inc.,Mortgage Real Estate Investment Trusts (REITs)
JFBC,Jeffersonville Bancorp,Banks
JFGI,Jacobs Financial Group Inc,Insurance
JGFCF,JAGUAR FINANCIAL CORP,Capital Markets
JHG,Janus Henderson Group PLC,Capital Markets
JMP,JMP Group LLC,Capital Markets
JP,Jupai Holdings Ltd (ADR),Capital Markets
JPM,JPMorgan Chase & Co.,Banks
JRVR,James River Group Holdings Ltd,Insurance
JUVF,Juniata Valley Financial Corp,Banks
JXSB,Jacksonville Bancorp Inc,Thrifts & Mortgage Finance
KB,"KB Financial Group, Inc. (ADR)",Banks
KCAP,KCAP Financial Inc,Capital Markets
KCLI,Kansas City Life Insurance Co,Insurance
KEY,KeyCorp,Banks
KFFB,Kentucky First Federal Bancorp,Thrifts & Mortgage Finance
KFS,Kingsway Financial Services Inc. (USA),Insurance
KINS,Kingstone Companies Inc,Insurance
KKR,KKR & Co. L.P.,Capital Markets
KKR-A,KKR & Co LP,Capital Markets
KKR-B,KKR & Co LP,Capital Markets
KLIB,Killbuck Bancshares Inc,Banks
KMPR,Kemper Corp,Insurance
KNSL,Kinsale Capital Group Inc,Insurance
KREF,KKR Real Estate Finance Trust Inc,Mortgage Real Estate Investment Trusts (REITs)
KRNY,Kearny Financial Corp.,Thrifts & Mortgage Finance
KSBI,"KS Bancorp, Inc.",Thrifts & Mortgage Finance
KTYB,"Kentucky Bancshares, Inc.",Banks
L,Loews Corporation,Insurance
LADR,Ladder Capital Corp,Mortgage Real Estate Investment Trusts (REITs)
LARK,Landmark Bancorp Inc,Banks
LAZ,Lazard Ltd,Capital Markets
LBAI,"Lakeland Bancorp, Inc.",Banks
LBCP,Liberty Bancorp Inc. (Missouri),Thrifts & Mortgage Finance
LC,LendingClub Corp,Consumer Finance
LCNB,LCNB Corp.,Banks
LDHL,"LD Holdings, Inc.",Capital Markets
LFC,China Life Insurance Co Ltd (ADR),Insurance
LION,Fidelity Southern Corporation,Banks
LKFN,Lakeland Financial Corporation,Banks
LM,Legg Mason Inc,Capital Markets
LMFA,LM Funding America Inc,Diversified Financial Services
LNC,Lincoln National Corporation,Insurance
LOAN,Manhattan Bridge Capital Inc.,Mortgage Real Estate Investment Trusts (REITs)
LOB,Live Oak Bancshares Inc,Banks
LPBC,Lincoln Park Bancorp,Thrifts & Mortgage Finance
LPLA,LPL Financial Holdings Inc,Capital Markets
LSBK,"Lake Shore Bancorp, Inc.",Thrifts & Mortgage Finance
LTS,Ladenburg Thalmann Financial Services,Capital Markets
LTS-A,Ladenburg Thalmann Financial Services Inc,Capital Markets
LTXB,LegacyTexas Financial Group Inc,Banks
LUK,Leucadia National Corp.,Diversified Financial Services
LYG,Lloyds Banking Group PLC (ADR),Banks
MAAL,Marketing Alliance Inc,Insurance
MAIN,Main Street Capital Corporation,Capital Markets
MBCN,Middlefield Banc Corp,Banks
MBDE,Morris Business Development Co,Capital Markets
MBFI,MB Financial Inc,Banks
MBI,MBIA Inc.,Insurance
MBTF,MBT Financial Corp.,Banks
MBVA,Millennium Bankshares Corporation,Banks
MBWM,Mercantile Bank Corp.,Banks
MC,Moelis & Co,Capital Markets
MCBC,Macatawa Bank Corporation,Banks
MCBK,Madison County Financial Inc,Thrifts & Mortgage Finance
MCC,Medley Capital Corp,Capital Markets
MCHB,Mechanics Bank,Banks
MCO,Moody's Corporation,Capital Markets
MCPH,Midland Capital Holdings,Thrifts & Mortgage Finance
MCY,Mercury General Corporation,Insurance
MDLY,Medley Management Inc,Capital Markets
MELR,Melrose Bancorp Inc,Banks
MERR,Merriman Holdings Inc,Capital Markets
MET,Metlife Inc,Insurance
MET-A,Metlife Inc,Insurance
MFA,"MFA Financial, Inc.",Mortgage Real Estate Investment Trusts (REITs)
MFA-B,MFA Financial Inc,Mortgage Real Estate Investment Trusts (REITs)
MFBP,"M&F Bancorp, Inc.",Banks
MFC,Manulife Financial Corporation (USA),Insurance
MFCB,MFC Bancorp Ltd,Capital Markets
MFG,Mizuho Financial Group Inc. (ADR),Banks
MFIN,Medallion Financial Corp,Capital Markets
MFNC,Mackinac Financial Corporation,Banks
MFSF,"MutualFirst Financial, Inc.",Banks
MGHCF,Minco Gold Corporation (USA),Capital Markets
MGYR,"Magyar Bancorp, Inc.",Thrifts & Mortgage Finance
MH-A,Maiden Holdings Ltd,Insurance
MH-C,Maiden Holdings Ltd,Insurance
MH-D,Maiden Holdings Ltd,Insurance
MHLD,"Maiden Holdings, Ltd.",Insurance
MITT,AG Mortgage Investment Trust Inc,Mortgage Real Estate Investment Trusts (REITs)
MITT-A,AG Mortgage Investment Trust Inc,Mortgage Real Estate Investment Trusts (REITs)
MITT-B,AG Mortgage Investment Trust Inc,Mortgage Real Estate Investment Trusts (REITs)
MKL,Markel Corporation,Insurance
MKTX,MarketAxess Holdings Inc.,Capital Markets
MLVF,Malvern Bancorp Inc,Thrifts & Mortgage Finance
MMAC,MMA Capital Management LLC,Thrifts & Mortgage Finance
MMC,"Marsh & McLennan Companies, Inc.",Insurance
MN,Manning and Napier Inc,Capital Markets
MOFG,"MidWestOne Financial Group, Inc.",Banks
MORN,"Morningstar, Inc.",Capital Markets
MPB,"Mid Penn Bancorp, Inc.",Banks
MRCC,Monroe Capital Corp,Capital Markets
MRLN,Marlin Business Services Corp.,Diversified Financial Services
MS,Morgan Stanley,Capital Markets
MSADY,Ms&Ad Insurance Group Holding Inc,Insurance
MSBF,MSB Financial Corp.,Thrifts & Mortgage Finance
MSBI,Midland States Bancorp Inc,Banks
MSCI,Msci Inc,Capital Markets
MSFG,MainSource Financial Group Inc.,Banks
MSL,"MidSouth Bancorp, Inc.",Banks
MTB,M&T Bank Corporation,Banks
MTB-,M&T Bank Corp,Banks
MTB-C,M&T Bank Corp,Banks
MTG,MGIC Investment Corp.,Thrifts & Mortgage Finance
MTGE,MTGE Investment Corp,Mortgage Real Estate Investment Trusts (REITs)
MTLQU,Motors Liquidation Co,Capital Markets
MTU,Mitsubishi UFJ Financial Group Inc (ADR),Banks
MVBF,MVB Financial Corp,Banks
MVC,"MVC Capital, Inc.",Capital Markets
NABZY,National Australia Bank Ltd. (ADR),Banks
NASB,"NASB Financial, Inc.",Thrifts & Mortgage Finance
NAVG,Navigators Group Inc,Insurance
NAVI,Navient Corp,Consumer Finance
NBCT,Northwest Bancorp Inc,Banks
NBHC,National Bank Holdings Corp,Banks
NBN,Northeast Bancorp,Banks
NBTB,NBT Bancorp Inc.,Banks
NCAL,NCAL Bancorp,Banks
NCBS,Nicolet Bankshares Inc,Banks
NCOM,National Commerce Corp,Banks
NDAQ,Nasdaq Inc,Capital Markets
NECB,"Northeast Community Bancorp, Inc.",Thrifts & Mortgage Finance
NEFB,Neffs Bancorp Inc,Banks
NEWT,NEWTEK Business Services Corp,Capital Markets
NFBK,Northfield Bancorp Inc,Thrifts & Mortgage Finance
NFSE,nFinanSe Inc,Consumer Finance
NGHC,National General Holdings Corp,Insurance
NGHCP,National General Holdings Corp,Insurance
NHLD,National Holdings Corporation,Capital Markets
NICK,"Nicholas Financial, Inc.",Consumer Finance
NIDB,Northeast Indiana Bancorp Inc,Thrifts & Mortgage Finance
NKSH,National Bankshares Inc.,Banks
NLY,"Annaly Capital Management, Inc.",Mortgage Real Estate Investment Trusts (REITs)
NLY-C,Annaly Capital Management Inc,Mortgage Real Estate Investment Trusts (REITs)
NLY-D,Annaly Capital Management Inc,Mortgage Real Estate Investment Trusts (REITs)
NLY-F,Annaly Capital Management Inc,Mortgage Real Estate Investment Trusts (REITs)
NLY-G,Annaly Capital Management Inc,Mortgage Real Estate Investment Trusts (REITs)
NMFC,New Mountain Finance Corp.,Capital Markets
NMIH,NMI Holdings Inc,Thrifts & Mortgage Finance
NMNX,Nationsmark Nextgen,Capital Markets
NMR,Nomura Holdings Inc (ADR),Capital Markets
NNI,"Nelnet, Inc.",Consumer Finance
NOAH,Noah Holdings Limited (ADR),Capital Markets
NODK,NI Holdings Inc,Insurance
NRIM,"Northrim BanCorp, Inc.",Banks
NRLB,Northern California Bancorp Inc,Banks
NRZ,New Residential Investment Corp,Mortgage Real Estate Investment Trusts (REITs)
NSEC,National Security Group Inc,Insurance
NSFC,Northern States Financial Corporation,Banks
NSM,Nationstar Mortgage Holdings Inc,Thrifts & Mortgage Finance
NTB,Bank of N.T. Butterfield & Son Ltd,Banks
NTFL,"Network 1 Financial Group, Inc.",Capital Markets
NTIOF,NATIONAL BANK CANADA,Banks
NTRS,Northern Trust Corporation,Capital Markets
NWBI,"Northwest Bancshares, Inc.",Thrifts & Mortgage Finance
NWFL,Norwood Financial Corporation,Banks
NWIN,Northwest Indiana Bancorp,Thrifts & Mortgage Finance
NWLI,National Western Life Group Inc,Insurance
NWPIF,CLEARSTREAM ENERGY SERVICES,Capital Markets
NWPP,New Peoples Bankshares Inc,Banks
NWURF,Captor Capital Corp,Capital Markets
NWYF,"Northway Financial, Inc.",Banks
NYCB,"New York Community Bancorp, Inc.",Thrifts & Mortgage Finance
NYMT,New York Mortgage Trust Inc,Mortgage Real Estate Investment Trusts (REITs)
OAK,Oaktree Capital Group LLC,Capital Markets
OAKS,Five Oaks Investment Corp,Mortgage Real Estate Investment Trusts (REITs)
OAKS-A,Five Oaks Investment Corp,Mortgage Real Estate Investment Trusts (REITs)
OCFC,OceanFirst Financial Corp.,Thrifts & Mortgage Finance
OCFN,Omega Commercial Finance Corporation,Thrifts & Mortgage Finance
OCN,Ocwen Financial Corp,Thrifts & Mortgage Finance
OCSI,Oaktree Strategic Income Corporation,Capital Markets
OCSL,Oaktree Specialty Lending Corp,Capital Markets
OFED,Oconee Federal Financial,Thrifts & Mortgage Finance
OFG,OFG Bancorp,Banks
OFG-A,OFG Bancorp,Banks
OFG-B,OFG Bancorp,Banks
OFG-D,OFG Bancorp,Banks
OFS,OFS Capital Corp,Capital Markets
OHAI,OHA Investment Corp,Capital Markets
OLBK,"Old Line Bancshares, Inc. (MD)",Banks
OLCB,Ohio Legacy Corp,Banks
OMF,OneMain Holdings Inc,Consumer Finance
ONB,Old National Bancorp,Banks
ONDK,On Deck Capital Inc,Diversified Financial Services
OPB,Opus Bank,Banks
OPHC,"OptimumBank Holdings, Inc.",Banks
OPOF,Old Point Financial Corporation,Banks
OPY,Oppenheimer Holdings Inc. (USA),Capital Markets
ORC,Orchid Island Capital Inc,Mortgage Real Estate Investment Trusts (REITs)
ORGN,"Origen Financial, Inc.",Mortgage Real Estate Investment Trusts (REITs)
ORI,Old Republic International Corporation,Insurance
ORIT,Oritani Financial Corp.,Thrifts & Mortgage Finance
ORM,Owens Realty Mortgage Inc,Mortgage Real Estate Investment Trusts (REITs)
ORPB,Oregon Pacific Bancorp,Banks
ORRF,Orrstown Financial Services,Banks
OSBC,Old Second Bancorp Inc.,Banks
OTCM,OTC Markets Group Inc,Capital Markets
OTTW,Ottawa Savings Bancorp Inc,Thrifts & Mortgage Finance
OVBC,Ohio Valley Banc Corp.,Banks
OVLY,Oak Valley Bancorp,Banks
OXBR,Oxbridge Re Holdings Ltd,Insurance
OXSQ,Oxford Square Capital Corp,Capital Markets
OZM,Och-Ziff Capital Management Group LLC,Capital Markets
OZRK,Bank Of The Ozarks Inc,Banks
PABN,Panamerican Bancorp,Banks
PACW,PacWest Bancorp,Banks
PB,"Prosperity Bancshares, Inc.",Banks
PBBI,PB Bancorp Inc,Thrifts & Mortgage Finance
PBCT,"People's United Financial, Inc.",Banks
PBHC,Pathfinder Bancorp Inc,Thrifts & Mortgage Finance
PBIB,"Porter Bancorp, Inc.",Banks
PBIP,Prudential Bancorp Inc,Thrifts & Mortgage Finance
PBSK,Poage Bankshares Inc,Thrifts & Mortgage Finance
PCLB,"Pinnacle Bancshares, Inc.",Banks
PCSB,PCSB Financial Corp,Thrifts & Mortgage Finance
PEBC,Peoples Bancorp Inc (Maryland),Banks
PEBK,"Peoples Bancorp of North Carolina, Inc.",Banks
PEBO,Peoples Bancorp Inc.,Banks
PFBC,Preferred Bank,Banks
PFBI,"Premier Financial Bancorp, Inc.",Banks
PFBX,Peoples Financial Corp,Banks
PFG,Principal Financial Group Inc,Insurance
PFIS,Peoples Financial Services Corp,Banks
PFLC,Pacific Financial Corporation,Banks
PFLT,Pennantpark Floating Rate Capital Ltd,Capital Markets
PFS,"Provident Financial Services, Inc.",Thrifts & Mortgage Finance
PFSI,PennyMac Financial Services Inc,Thrifts & Mortgage Finance
PGC,Peapack-Gladstone Financial Corp,Banks
PGR,Progressive Corp,Insurance
PHH,PHH Corporation,Thrifts & Mortgage Finance
PHIL,PHI Group Inc,Diversified Financial Services
PIAC,Princeton Capital Corp,Capital Markets
PIH,1347 Property Insurance Holdings Inc,Insurance
PIHPP,1347 Property Insurance Holdings Inc,Insurance
PJC,Piper Jaffray Companies,Capital Markets
PJT,PJT Partners Inc,Capital Markets
PKBK,"Parke Bancorp, Inc.",Banks
PKKW,Parkway Acquisition Corp,Thrifts & Mortgage Finance
PKWY,Parkway Bank,Banks
PLBC,Plumas Bancorp,Banks
PMBC,Pacific Mercantile Bancorp,Banks
PMT,PennyMac Mortgage Investment Trust,Mortgage Real Estate Investment Trusts (REITs)
PMT-A,PennyMac Mortgage Investment Trust,Mortgage Real Estate Investment Trusts (REITs)
PMT-B,PennyMac Mortgage Investment Trust,Mortgage Real Estate Investment Trusts (REITs)
PNBI,Pioneer Bankshares Inc.,Banks
PNBK,Patriot National Bancorp,Banks
PNC,PNC Financial Services Group Inc,Banks
PNFP,Pinnacle Financial Partners,Banks
PNNT,PennantPark Investment Corp.,Capital Markets
PNTPQ,Patriot National Inc,Insurance
PNXPF,PLANET VENTURES INC,Capital Markets
PPBI,"Pacific Premier Bancorp, Inc.",Banks
PPBN,Pinnacle Bankshares Corp,Banks
PPSF,Peoples-Sidney Financial Corporation,Thrifts & Mortgage Finance
PRA,ProAssurance Corporation,Insurance
PRAA,Pra Group Inc,Consumer Finance
PRCB,Premier Commercial Bancorp,Banks
PRI,"Primerica, Inc.",Insurance
PRK,Park National Corporation,Banks
PROV,"Provident Financial Holdings, Inc.",Thrifts & Mortgage Finance
PRPM,ProTek Capital Inc,Capital Markets
PRSG,"Primus Guaranty, Ltd.",Diversified Financial Services
PRU,Prudential Financial Inc,Insurance
PSBQ,PSB Holdings Inc (Wisconsin),Banks
PSEC,Prospect Capital Corporation,Capital Markets
PTBS,Potomac Bancshares Inc,Banks
PTCI,Point Capital Inc,Capital Markets
PUB,Peoples Utah Bancorp,Banks
PUK,Prudential Public Limited Company (ADR),Insurance
PVBC,PROVIDENT BANCORP INC,Thrifts & Mortgage Finance
PVBK,Pacific Valley Bank,Banks
PWOD,"Penns Woods Bancorp, Inc.",Banks
PYCFF,MARRET RESOURCE CORP,Diversified Financial Services
PZN,"Pzena Investment Management, Inc.",Capital Markets
QCCO,"QC Holdings, Inc.",Consumer Finance
QCRH,"QCR Holdings, Inc.",Banks
QEDN,Inca Worldwide Inc,Diversified Financial Services
QMCI,"QuoteMedia, Inc.",Capital Markets
QNBC,QNB Corp,Banks
QNTO,Quaint Oak Bancorp Inc,Thrifts & Mortgage Finance
RAFI,Regency Affiliates Inc,Diversified Financial Services
RAND,Rand Capital Corporation,Capital Markets
RBCAA,"Republic Bancorp, Inc. KY",Banks
RBCF,Rubicon Financial Inc,Capital Markets
RBNC,Reliant Bancorp Inc,Banks
RBS,Royal Bank of Scotland Group PLC,Banks
RDN,Radian Group Inc,Thrifts & Mortgage Finance
RE,Everest Re Group Ltd,Insurance
RF,Regions Financial Corp,Banks
RFNS,Reliant Financial Service Corp,Thrifts & Mortgage Finance
RGA,Reinsurance Group of America Inc,Insurance
RILY,B. Riley Financial Inc,Capital Markets
RJF,"Raymond James Financial, Inc.",Capital Markets
RLBS,Reliance Bancshares Inc,Banks
RLI,RLI Corp.,Insurance
RM,Regional Management Corp,Consumer Finance
RNDB,Randolph Bancorp Inc,Thrifts & Mortgage Finance
RNR,RenaissanceRe Holdings Ltd.,Insurance
RNR-C,Renaissancere Holdings Ltd,Insurance
RNR-E,Renaissancere Holdings Ltd,Insurance
RNST,Renasant Corp.,Banks
RSAIF,RSA INSURANCE GROUP PLC,Insurance
RSCZF,RESINCO CAPITAL PARTNERS INC,Capital Markets
RSO,Resource Capital Corp.,Mortgage Real Estate Investment Trusts (REITs)
RSO-C,Resource Capital Corp,Mortgage Real Estate Investment Trusts (REITs)
RVSB,"Riverview Bancorp, Inc.",Thrifts & Mortgage Finance
RWT,"Redwood Trust, Inc.",Mortgage Real Estate Investment Trusts (REITs)
RY,Royal Bank of Canada,Banks
RYFL,Royal Financial Inc,Thrifts & Mortgage Finance
SACH,Sachem Capital Corp,Thrifts & Mortgage Finance
SAFT,"Safety Insurance Group, Inc.",Insurance
SAL,"Salisbury Bancorp, Inc.",Banks
SAMG,Silvercrest Asset Management Group Inc,Capital Markets
SAN,"Banco Santander, S.A. (ADR)",Banks
SAR,Saratoga Investment Corp,Capital Markets
SASR,Sandy Spring Bancorp Inc.,Banks
SBBX,Sussex Bancorp,Banks
SBCF,Seacoast Banking Corporation of Florida,Banks
SBFG,SB Financial Group Inc,Banks
SBNY,Signature Bank,Banks
SBSI,"Southside Bancshares, Inc.",Banks
SBTB,SBT Bancorp Inc,Banks
SC,Santander Consumer USA Holdings Inc,Consumer Finance
SCBH,Seacoast Commerce Banc Holdings,Banks
SCGLY,Societe Generale SA (ADR),Banks
SCGX,GTEK Industries Inc,Capital Markets
SCHW,Charles Schwab Corp,Capital Markets
SCM,Stellus Capital Investment Corp,Capital Markets
SCRYY,SCOR SE (ADR),Insurance
SCSG,SouthCrest Financial Group Inc,Banks
SEBC,Southeastern Banking Corp,Banks
SEIC,SEI Investments Company,Capital Markets
SEMUF,"Siem Industries, Inc.",Diversified Financial Services
SF,Stifel Financial Corp,Capital Markets
SFBC,Sound Financial Bancorp Inc,Banks
SFBI,SFSB Inc,Thrifts & Mortgage Finance
SFBS,"ServisFirst Bancshares, Inc.",Banks
SFDL,Security Federal Corp,Banks
SFE,"Safeguard Scientifics, Inc",Capital Markets
SFNC,Simmons First National Corporation,Banks
SFST,"Southern First Bancshares, Inc.",Banks
SGB,Southwest Georgia Financial Corp.,Banks
SHBI,"Shore Bancshares, Inc.",Banks
SHG,"Shinhan Financial Group Co., Ltd. (ADR)",Banks
SIEB,Siebert Financial Corp.,Capital Markets
SIFI,"SI Financial Group, Inc.",Thrifts & Mortgage Finance
SIGI,Selective Insurance Group,Insurance
SIVB,SVB Financial Group,Banks
SKAJ,Skajaquoda Group inc,Capital Markets
SLCT,Select Bancorp Inc,Banks
SLD,Sutherland Asset Management Corp,Mortgage Real Estate Investment Trusts (REITs)
SLF,Sun Life Financial Inc,Insurance
SLM,SLM Corp,Consumer Finance
SLRC,Solar Capital Ltd.,Capital Markets
SMBC,"Southern Missouri Bancorp, Inc.",Thrifts & Mortgage Finance
SMBK,SmartFinancial Inc,Banks
SMFG,"Sumitomo Mitsui Financial Grp, Inc.(ADR)",Banks
SMMF,"Summit Financial Group, Inc.",Banks
SNAS,Sino Assurance Inc,Diversified Financial Services
SNFCA,Security National Financial Corp,Thrifts & Mortgage Finance
SNV,Synovus Financial Corp.,Banks
SNV-C,Synovus Financial Corp,Banks
SOMC,Southern Michigan Bancorp,Banks
SONA,"Southern National Banc. of Virginia, Inc",Banks
SPGI,S&P Global Inc,Capital Markets
SPLP,Steel Partners Holdings LP,Diversified Financial Services
SPLP-A,Steel Partners Holdings LP,Diversified Financial Services
SRCE,1st Source Corporation,Banks
SRNN,Southern Banc Company Inc,Banks
SRYB,Surrey Bancorp,Banks
SSB,South State Corp,Banks
SSBI,Summit State Bank,Banks
SSFN,Stewardship Financial Corporation,Banks
SSNF,Sunshine Financial Inc,Banks
STBA,S & T Bancorp Inc,Banks
STBI,"Sturgis Bancorp, Inc.",Thrifts & Mortgage Finance
STBZ,State Bank Financial Corp,Banks
STC,Stewart Information Services Corp,Insurance
STFC,State Auto Financial Corp,Insurance
STI,"SunTrust Banks, Inc.",Banks
STL,Sterling Bancorp,Banks
STL-A,Sterling Bancorp,Banks
STND,Standard AVB Financial Corp,Thrifts & Mortgage Finance
STT,State Street Corp,Capital Markets
STWD,"Starwood Property Trust, Inc.",Mortgage Real Estate Investment Trusts (REITs)
SUND,Sundance Strategies Inc,Diversified Financial Services
SUNS,Solar Senior Capital Ltd,Capital Markets
SUPV,Grupo Supervielle SA -ADR,Banks
SVBI,"Severn Bancorp, Inc.",Thrifts & Mortgage Finance
SVCTF,SENVEST CAPITAL INC,Capital Markets
SWDBY,Swedbank AB (ADR),Banks
SWKH,SWK Holdings Corp,Diversified Financial Services
SYBT,Stock Yards Bancorp Inc,Banks
SYCRF,Syncora Holdings Ltd,Insurance
SYF,Synchrony Financial,Consumer Finance
TBBK,Bancorp Inc,Banks
TBK,Triumph Bancorp Inc,Banks
TBNK,Territorial Bancorp Inc,Thrifts & Mortgage Finance
TCAP,Triangle Capital Corporation,Capital Markets
TCBI,Texas Capital Bancshares Inc,Banks
TCBK,TriCo Bancshares,Banks
TCF,TCF Financial Corporation,Banks
TCFC,Community Financial Corp,Banks
TCPC,TCP Capital Corp,Capital Markets
TCRD,"THL Credit, Inc.",Capital Markets
TD,Toronto-Dominion Bank,Banks
TETAA,"Teton Advisors, Inc.",Capital Markets
TFCCF,TERRA FIRMA CAPITAL CORP,Thrifts & Mortgage Finance
TFSL,TFS Financial Corporation,Thrifts & Mortgage Finance
TGICQ,Triad Guaranty Inc.,Thrifts & Mortgage Finance
THFF,First Financial Corp,Banks
THG,Hanover Insurance Group Inc,Insurance
THVB,Thomasville Bancshares Inc,Banks
TIPT,Tiptree Inc,Diversified Financial Services
TKOMY,Tokio Marine Holdings Inc (ADR),Insurance
TMK,Torchmark Corporation,Insurance
TMP,Tompkins Financial Corporation,Banks
TMSH,Transglobal Assets Inc,Capital Markets
TMXN,Trimax Corp,Diversified Financial Services
TMXXF,TMX GROUP LTD,Capital Markets
TNTHF,DIFFERENCE CAPITAL FINANCIAL,Capital Markets
TOAK,Treaty Oak Bancorp Inc,Banks
TOWN,TowneBank,Banks
TPL,Texas Pacific Land Trust,Diversified Financial Services
TPRE,Third Point Reinsurance Ltd,Insurance
TRCB,Two Rivers Bancorp,Banks
TRCY,Tri City Bankshares Corporation,Banks
TREE,Lendingtree Inc,Thrifts & Mortgage Finance
TRI,Thomson Reuters Corp,Capital Markets
TRMK,Trustmark Corp,Banks
TROW,T. Rowe Price Group Inc,Capital Markets
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance
TRUP,Trupanion Inc,Insurance
TRV,Travelers Companies Inc,Insurance
TSBA,Touchstone Bank,Banks
TSBK,"Timberland Bancorp, Inc.",Thrifts & Mortgage Finance
TSC,Tristate Capital Holdings Inc,Banks
TSLX,TPG Specialty Lending Inc,Capital Markets
TSOH,Tri State 1st Banc Inc,Banks
TST,"TheStreet, Inc.",Capital Markets
TURN,180 Degree Capital Corp,Capital Markets
TWO,Two Harbors Investment Corp,Mortgage Real Estate Investment Trusts (REITs)
TWO-A,Two Harbors Investment Corp,Mortgage Real Estate Investment Trusts (REITs)
TWO-C,Two Harbors Investment Corp,Mortgage Real Estate Investment Trusts (REITs)
TYCB,"Calvin B. Taylor Bankshares, Inc.",Banks
UBAAF,URBANA CORP,Capital Markets
UBAB,United Bancorporation of Alabama Inc,Banks
UBCP,"United Bancorp, Inc.",Banks
UBFO,United Security Bancshares,Banks
UBNK,United Financial Bancorp Inc,Thrifts & Mortgage Finance
UBOH,United Bancshares Inc. OH,Banks
UBS,UBS Group AG (USA),Capital Markets
UBSH,Union Bankshares Corp,Banks
UBSI,"United Bankshares, Inc.",Banks
UCBA,United Community Bancorp Inc,Thrifts & Mortgage Finance
UCBI,"United Community Banks, Inc.",Banks
UCFC,United Community Financial Corp,Thrifts & Mortgage Finance
UDFI,United Development Funding IV,Mortgage Real Estate Investment Trusts (REITs)
UFCS,"United Fire Group, Inc.",Insurance
UIHC,United Insurance Holdings Corp,Insurance
UMBF,UMB Financial Corp,Banks
UMPQ,Umpqua Holdings Corp,Banks
UNAM,Unico American Corporation,Insurance
UNB,"Union Bankshares, Inc.",Banks
UNIB,"University Bancorp, Inc.",Banks
UNM,Unum Group,Insurance
UNPA,UNB Corp.,Banks
UNTN,"United Tennessee Bankshares, Inc.",Thrifts & Mortgage Finance
UNTY,"Unity Bancorp, Inc.",Banks
